2022-04-24 15:19:34.453 INFO  [27083] [Server::run@539] Server listening on localhost:1234
2022-04-24 15:19:37.432 INFO  [27087] [SGXORAMService::init_enclave@179] Trying to initialize the enclave with id 0
2022-04-24 15:19:38.433 DEBUG [27087] [ocall_printf@41] [enclave] Initializing crypto manager

2022-04-24 15:19:38.434 DEBUG [27087] [ocall_printf@41] [enclave] Initializing the remote attestation context...
2022-04-24 15:19:38.440 INFO  [27087] [SGXORAMService::generate_session_key@212] Begin to generate DH key pair...
2022-04-24 15:19:38.440 DEBUG [27087] [ocall_printf@41] [enclave] Creating a new ECC system...

2022-04-24 15:19:38.440 DEBUG [27087] [ocall_printf@41] [enclave] Key pair sampled! PK: 5ecdbad5a4d8132bb2e5e347e8a8f5fd8956971b9901b4e18070b120a5c485b9cc88887aaeb3207118479542a4ed188770f6af6b5588c0f544a22e0e4154b43a, SK: 335b2ff9e2c187958165bc9f387a4a4bed1be8fcc7407ae79701d0da5152d3ac
2022-04-24 15:19:38.443 INFO  [27177] [SGXORAMService::generate_session_key@212] Begin to generate DH key pair...
2022-04-24 15:19:38.443 DEBUG [27177] [SGXORAMService::generate_session_key@240] In server runner: 2721a8a77125e6fb580da3267303eadae3d3aaeec90637d10bb58e26c1b4be834d18049d052e75b762ee7b147e6c412e427bdb9c302fa9828ac38c011141e560
2022-04-24 15:19:38.443 DEBUG [27177] [ocall_printf@41] [enclave] Client public key: 2721a8a77125e6fb580da3267303eadae3d3aaeec90637d10bb58e26c1b4be834d18049d052e75b762ee7b147e6c412e427bdb9c302fa9828ac38c011141e560
2022-04-24 15:19:38.444 DEBUG [27177] [ocall_printf@41] [enclave] Shared key computed: ba93fc496ec93dd081be98778b2f2548240481bf78ff09626bb57a7542fc00c4
2022-04-24 15:19:38.444 DEBUG [27177] [ocall_printf@41] [enclave] The session key is established! The key is c503ca2b7d7db68ce18c80c4531b0126
2022-04-24 15:19:38.494 DEBUG [27087] [SGXORAMService::check_verification_message@570] The verification message is c4ee613908a6fd7e49d3328e11ef78693d45a6fed49ae14cbdf10a83e792cd1126
2022-04-24 15:19:38.494 DEBUG [27087] [ocall_printf@41] [enclave] Decrypted message: Hello
2022-04-24 15:19:38.494 DEBUG [27087] [ocall_printf@41] [enclave] The verification message is correct!
2022-04-24 15:19:38.494 INFO  [27087] [SGXORAMService::check_verification_message@579] The server has successfully verified the secret data.
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@47] ORAM Configuration:
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@48]   way: 16
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@49]   number: 200000
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@50]   bucket_size: 32
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@51]   type: 2
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@52]   constant: 1
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@53]   round: 1
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@54]   level: 5
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@55]   oram_type: 1
2022-04-24 15:19:38.494 DEBUG [27087] [SGXORAMService::init_oram@487] The server has properly configured the ORAM.
2022-04-24 15:19:52.076 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9e703e3636f113950a5b4f8d53966ff7207936c866182dc8d7ebcd8839f9d733
2022-04-24 15:19:52.085 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a5363c73e4d4eec9016cfd391146436bb2282aad7fa2db8e991683d8d92f443b
2022-04-24 15:19:52.094 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b448092375d63080ba641963105f5e3e695bb18d8ea437a22a99c43beb3786df
2022-04-24 15:19:52.102 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3df4cfb2df6b692f9bf41a57b8ab0c21ca303777b94aa3d82067d93fcf43a03b
2022-04-24 15:19:52.111 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5cbf974730da3a77bbb850745a6fb13bbdbf20884b2f9ce854b2eec07df0c3af
2022-04-24 15:19:52.120 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5bde34badbf3bdf96ed45469568d652db190b2cd7b6cd813449f9cfb695e5aed
2022-04-24 15:19:52.129 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a18397f1013d3ef1a239f26881d343782064fef7081e569129fc6c56dcd61d97
2022-04-24 15:19:52.137 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f305bba20a8f316e34ac4f56d68b1a4f8ee0aa957bef574322fd00a06ef149cb
2022-04-24 15:19:52.146 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e2bd8f18f1245bc1127c3ab6236e7339a97063370a92053dc84f6b4c9651c24a
2022-04-24 15:19:52.155 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2be5870d46a4c06fe491f5da2810b5f870df31048eb9fecb87854a229ed8e18e
2022-04-24 15:19:52.164 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9b5552e936a59323acf187727e966a95db2a17e01c92f5a3a5ef72bf40e2af64
2022-04-24 15:19:52.172 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 00bce31734d1b54c19e6d86ae2c3800f9088f652688eacd498ac27a87e9246a7
2022-04-24 15:19:52.181 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8a99d4775c072966c46973339356aef257d06bc1ae248356e7de9955060d3c07
2022-04-24 15:19:52.189 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 08ad8c80c72043b98ea03a4e9c68105c589262845403813b8efde1ae70a27eae
2022-04-24 15:19:52.198 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e2a40b7822322f5f5ae52042d27018882bda0f11bf1de87375ebfcb20c572efb
2022-04-24 15:19:52.208 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 156bd68e4b2e26fe0d08082ccdf184484864e73e1bcd6f429239eee18f3f1c12
2022-04-24 15:19:52.217 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: d81079acb19c482f9a6355e2cb62f0c4526e636bfd46cef775e03a34a8788d99
2022-04-24 15:19:52.226 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: bc3ea52a67ce8aa7094917a46cdf7924f706e2ba0d8f1cada43fd75d70acb972
2022-04-24 15:19:52.234 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 08f387dac8cc19b83fb5c07a4a39a18267efaa6fd4c10e600cbf799544f3521e
2022-04-24 15:19:52.242 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8b10b13d9c5ba01bfec4889cebd5e2c0f9994be1dc23f3ae37ce3c6ad676616b
2022-04-24 15:19:52.251 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9e770bd865037c0c9089a894ba48b7f750c4e9c97ed0502961f31320e6685653
2022-04-24 15:19:52.260 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 44b2be9137a18af4c7f98e97bc358112207ba050c8177e3cc7c53d233bd96674
2022-04-24 15:19:52.269 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a37cf282d39c48cab617e04bb6a4c62e56ef89ec46e388d0a0820aef9d98a2ca
2022-04-24 15:19:52.277 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 376501390a6172c91f1d1a4f04b411412916d7ede983a3c14df23c376608ddc6
2022-04-24 15:19:52.286 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8c23a8b7d4b2656ca547e62b414eff230dabacdbe541c0170f0f4ed5b34288d2
2022-04-24 15:19:52.294 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e379a5ca662e1378dc64bf678bc1559e39fc5003fae7b59805a5ba6366cdaaa2
2022-04-24 15:19:52.303 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a485a7a61c653fd29c5898626ad48518a35cdb6f4f65599522f904ff8ff4942c
2022-04-24 15:19:52.312 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c6c9e1a4d4fcf2e1ceca655a91bfad5cadd5242780f42c55047a742435b2d12d
2022-04-24 15:19:52.321 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: fbd95929328f39f59c1b62a468c66cea9252eee6fc5d2cb0273c1d234b08f779
2022-04-24 15:19:52.329 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b31bd5b829992b73d5b812dee1e41058840c0e890de39ba38e570d4906eeb185
2022-04-24 15:19:52.338 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: d7b8c5993481699931ba83ed2355b0708c6db72311a8e3152a81dc84c5ad81e8
2022-04-24 15:19:52.347 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 756960e394dcaa45ea0cd5349e9bfe8d85ae61ab9cc529704b52a02d2893fdb4
2022-04-24 15:19:52.355 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9cf15a8f0f96108124b7a9fa535067334ce56ceb2b8c6b21712c0cae3409fe29
2022-04-24 15:19:52.364 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: edc1327360a11f9565303d2f1cc7d320f13c0dfea2e20ac3c84308a2b2005957
2022-04-24 15:19:52.373 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f88cd51463fbd0e3b4f514802eefb5277290033d5a1808ab1abf06137990ace0
2022-04-24 15:19:52.381 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0abf77609cd363071412091bc1bb9035452b2666cf8a4215f4544f3086951a51
2022-04-24 15:19:52.390 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 54a03e818539af7522c25bc1282040fab7143841ff60837c144df321a31e9e80
2022-04-24 15:19:52.399 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4b44bf13e4eb4199c4b22d212b3bc3a4af9f4eaae7aa3e5177bfa9732cc6dd54
2022-04-24 15:19:52.407 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: cade70bc84243cf26ff9f557b054d4bf8f610b1f10e0378d7c41a159e60a4c91
2022-04-24 15:19:52.417 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3f121044a2ba53cd413d672e3ee16f00c650cda40ab55c7fd824031053922472
2022-04-24 15:19:52.425 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0300d310485c1e10b5cb02de63cf73db529f384e17e969051d1cf07f699c51d8
2022-04-24 15:19:52.434 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: bcb45da10e9ed7ef014fc6b798c31dedf404318653756706925ca11147cac767
2022-04-24 15:19:52.443 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 152266ed28b65db434a5d8b4e27fa923bc84637d6b9043f89c2bb74db5cebfb2
2022-04-24 15:19:52.451 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7e3e0313a45069985fceda628fd4afc01fa5e6d3914955255395dc607ed2abc2
2022-04-24 15:19:52.460 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e05f9ad544cccb3769bea24abb98e86411174a81c14862660a3e98a1a322e6a3
2022-04-24 15:19:52.468 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: dc1849264da8961b79b400744c70131a486d486729920189b02ed6477ca2236c
2022-04-24 15:19:52.476 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 337abf14ea9db4800faa4e1d1ee4db0429fc489b3428008df21bde344ae7321b
2022-04-24 15:19:52.485 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8eb4bc040641ddd4ab5512a301fd90fda0a67df61236ac5cf0e20818adcc0d62
2022-04-24 15:19:52.493 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c0b4cf40c2a04d4d2ed61142d58969e452648d2ebb308f097dee71b66434eec6
2022-04-24 15:19:52.502 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 51a0d6288b8075b502018b1aed7554c81c4a5b00e57a9bac7385c592e4ea830b
2022-04-24 15:19:52.510 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2f4926c9d93bba9ebbaad19534cb78cfc3439d8be92d3b5c7d30688e1e804008
2022-04-24 15:19:52.519 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 510e9267f20dc7c03b768a63925b9084e4c27e23146e7ded10adc635fd960a76
2022-04-24 15:19:52.527 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: db85cf8dbe803300745de5d98c8b723aa943d25b41574877fd9e1cbdf0c7c577
2022-04-24 15:19:52.536 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f7914cd70b876ca7f86550cea6d12b547195b14562f35995e7a20c2aaea4357e
2022-04-24 15:19:52.544 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 85834b9ff463b706b76c31b0a6b0b50caa8f2a4ecf81894c6f756a39d8491e1e
2022-04-24 15:19:52.553 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b0bc78262149be6ab1057dac2514e9167901c3fcf70d3000beaf74ffa92ac350
2022-04-24 15:19:52.561 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2437bc5cf4056e0afa743623ebed902db683ad766cf3bb2291bbd815cd528342
2022-04-24 15:19:52.569 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: abafb5d87e2f9cdfc87a12dfeaa6671835ea6faa17872e0dd3f8dac0e325c225
2022-04-24 15:19:52.578 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 57a57485fa5e720f042931b46279152d58d31d6bf3afde3df2eb92735dfd6f21
2022-04-24 15:19:52.586 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 6b183ef349276847081e8366c3aa6b511fa4ceb65b480bc78b4b97353c5ea04c
2022-04-24 15:19:52.594 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 828889e7c7ec4375f11a196d22a14d3a6218298c6cd513b4fc6d55ef8cd28276
2022-04-24 15:19:52.603 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a778ca58ac94ab013bc800a8dc18036989bd0a13d8f0040ab194eed75c1f10f0
2022-04-24 15:19:52.612 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7dda71d994c311e844f8e92bf809186afb638ddad274b294d47c5148715f1f2c
2022-04-24 15:19:52.620 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b2edebfbda43faaeca710c8cba1385fcb14c6049302f903ee2c7e14e2eda6bda
2022-04-24 15:19:52.628 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f6e6712188cf9f72bfcc6fbea1b6442498dda1b9354dc3a00c1195b9e158a737
2022-04-24 15:19:52.637 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 360290814fb52cb915390cb9133e3c1da8886da85ce5179fa80b452af453c7b1
2022-04-24 15:19:52.645 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e1eea9a311c3dd3535fd3026b77180617824d7666f27b1bc4157ee8c33514f8a
2022-04-24 15:19:52.653 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0cf01310eec123e0f3c33b5226fdc008d3982faad110320c636cca5b7002d662
2022-04-24 15:19:52.661 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3b3aacfe96cab2bfa448548eabe3a13f85443360feaace7a8a7e0552927c7faa
2022-04-24 15:19:52.670 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0ada8d8a4ced52807b58cce7a4199bb4fbc3c0c466ba48cae336a94c09e4844c
2022-04-24 15:19:52.678 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 40f85dd1a58bd720fbdae7201c79e4205e257573717f58aae3afe192ba6dce9b
2022-04-24 15:19:52.687 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 349e0c133f4b373ac15ae6c294484dd3678ca4db22df656f42a29e18ff092c1a
2022-04-24 15:19:52.696 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a15b2323741eb7eedfa09d674ba6f4b9833594008d62ea01cb4041293961ed9d
2022-04-24 15:19:52.705 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b11962ce2cfc2f7c5ca0e6c173280be4ff730fa7e0c982f0795d2168903db724
2022-04-24 15:19:52.713 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 93fd5099323dd5ed28e2ad2c8b3892f66b20f8f45c18ab5a105a7c0c97ce5b8e
2022-04-24 15:19:52.723 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 240adf89ef4b2e8aef2172d96c82949de227357d4602d3135a3f22336a895d76
2022-04-24 15:19:52.732 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 121c4a446fdd50dfffae86b750255c4b05b764bcb567da432d98db3c85a7267e
2022-04-24 15:19:52.740 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c6c7338e43ab8f169c2438538d5d61fead0eaf5752d5832b64235eb637f1865e
2022-04-24 15:19:52.749 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 94b496fd0e612da847e9310e184f49d16d6069c40f38e523d5cefc203779017c
2022-04-24 15:19:52.758 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 567086880645a675cbf2439cafa89742084da6bd9e5f0f9b3780b965fac72060
2022-04-24 15:19:52.767 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e07a010b8d28cc062767e0aa263bf4430eb87b2f747c5083be2c7fcee2eb34d7
2022-04-24 15:19:52.776 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 43b46da716cf44930b4aed9847d867ea7624b082a14692f65e69adebf580b9cc
2022-04-24 15:19:52.785 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: fedb6a96047707672a1f767d7b27d9dcfc5fdcde9e0ee96489eb2b35205ec574
2022-04-24 15:19:52.794 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: bc0c11f1b0502a437c49e3bf347f58ed871f9b3309d32203e96b0b8c2f2d7524
2022-04-24 15:19:52.803 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f83778746c8565dcefbea2f3b6e76cc08560b8f1c1daa457d68bcccc50a5c137
2022-04-24 15:19:52.811 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: bc040ecafb328136479ab4e2587c80f63490b20f678595461e863d33a50439c8
2022-04-24 15:19:52.820 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e8b298222ef138277c4e5e996d8269504517eeaed9ab234d14931dad313f5250
2022-04-24 15:19:52.829 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ae1119da14cac755bc3d3079a15efb8f9aa8389b5391b743a6204da83af8cc58
2022-04-24 15:19:52.837 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9a38f236b6bb20605b8e3bc47ff626db5c8c68cd6adf3cb804af5d5b00c005c5
2022-04-24 15:19:52.846 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 077933aef72b7020af27f4b5e7392979f8736bc28445d8d91a7d051a911488bd
2022-04-24 15:19:52.856 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 6280c4b9f0bd50d827fd45755266a194214f0008b2f66dba6c2582b250906c1a
2022-04-24 15:19:52.865 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f2f65c5e8164013adf6e9ef5b5fdfd8840c9d21d9d56c23157dfa23a9270f019
2022-04-24 15:19:52.874 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c6702956df0411c8d85d6762f81068bb7cc9e4685b5e1be498a7e194ae1126a7
2022-04-24 15:19:52.882 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8ccf50551b174ef879d2965ba72915fe58efe0ed8b0c0865c8af2a8e1de892ba
2022-04-24 15:19:52.891 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: eb0ce77bb9b986f83d890f4d54326f38041dd28e896d10ecf984f5c88a74a6d3
2022-04-24 15:19:52.901 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: bc9075b2b975711725f4290d72e54ef3f8f768a95cb8affebc216f28be9e7c08
2022-04-24 15:19:52.909 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f4ad6e6e5ee14e2ef933e69b230c23fdfa418e1c7d2ad78ba45e80661610e667
2022-04-24 15:19:52.919 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 26268e62050c006be6f9fed1f7d622649658b89208e33b1bbfedd2c1d8ca1fc0
2022-04-24 15:19:52.928 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3a48ae2a13bd509ddd2a340d6f576f02ea5f7e8efdae9c621f0fdfc0e06fafa1
2022-04-24 15:19:52.936 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0620272037b6a34aa2141bc08b4f4c195121adc1668d1b330f29fb5699a1cba5
2022-04-24 15:19:52.945 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 51a967d1ce4f489d71d43cd57ff96d90612760807671a4f771b4513cbaade099
2022-04-24 15:19:52.954 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: be0d38435d2eac6c0e5a688cd66b6ca25923cdb0f6e8d90878fdb34f5397d25b
2022-04-24 15:19:52.963 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ee86bded0384d7656e8acc4f1c79e65293b6e998bed0af8d9e5c17f4363b0c71
2022-04-24 15:19:52.972 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1cd89607ace441b4312ec59f2f3cf3eee6f717ef62068186e807e3b2641c0ebd
2022-04-24 15:19:52.981 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8b747d443491352245dc91285b45c131e6e88cb7ba8627ed5bc43e602e9a839e
2022-04-24 15:19:52.990 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 22a76f497c8ebef50b5f3b68370b1ee4d556e1955e58db25b1085005a90bd34b
2022-04-24 15:19:52.999 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 08edd5ae2e004aebc7bee52ea4c9e03038b13b56be27894540e4324cbdcc67b9
2022-04-24 15:19:53.008 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f22563d37294c22f71a23ce82f2933a49f05835961d2cbbc1fc5c2e47d5a9b0a
2022-04-24 15:19:53.017 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 43f916fb28cb181f8a26437763001b043086bbcd0918d64e8b81eea8b743395a
2022-04-24 15:19:53.025 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 28a9030d2e648bd4f094205cd60106af85c103eac4b40a603d5bb2bcc15d9553
2022-04-24 15:19:53.034 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: da45557002f818fee024ee98df68c76a920bfdcc77ff393f248681a5fca5dbbb
2022-04-24 15:19:53.043 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 75ef5a0b709b45111226c6e2a8a32275f1663ba46f814ee1204662218429112e
2022-04-24 15:19:53.051 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ce6fa7f6e219da16cf13de491563433bdeeb2de01328c77ea199079374d4d94c
2022-04-24 15:19:53.059 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9b15f734ab9aead2420b4e2a93aa884072e7c34ff1b010f0c17be7a3509556fe
2022-04-24 15:19:53.068 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: fe9751f0f75f697f6a6d0b91e02db37fe9b91a6b19552011d9f5e179430e3efb
2022-04-24 15:19:53.077 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 6dfa718e3390a58de3efa25c3573cdb18965c4e126217d17b13024b7e0ff0a7c
2022-04-24 15:19:53.086 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 058b4e2fa7102cff71239dcefb008e1c782cffc3aa87e24854e338918c1716ad
2022-04-24 15:19:53.094 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3a6cb01172c7f0b7c5af44d067769f12db67f799b316f2f000a3f7a8d3c9b333
2022-04-24 15:19:53.103 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b01bdfab2d6b723ef67ba42006aa4a425fec8a4691a176c2bf6879411ac7ba84
2022-04-24 15:19:53.112 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: cffa27ae7aa1d7eeca6d2677e3432efd823909b9869b44c96820ef5b2734579f
2022-04-24 15:19:53.120 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 376a9b1b4095ae5a2d52cfce8e341ef73d2631f6a493ccd29ef1119c2e25f86f
2022-04-24 15:19:53.129 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2aab4d67a1ded6be0273ae1e34d4d3fee62f42b2ed5272fda3d6f793d5987a28
2022-04-24 15:19:53.137 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a38060d83d6452125a63183d411f4146e89b3a8ffae63281d0224404ed20a04e
2022-04-24 15:19:53.146 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 79db7f085162a8379b25f4a5fbb1f190b294daafffb2ba6aa7b4fdcf5aef46f0
2022-04-24 15:19:53.154 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8e5a0541af427ac012a190b75cfcc58dbdf247931ec4687ed93695aca79fae8c
2022-04-24 15:19:53.163 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: dba20a2d51b43120fe013a5c9df84cbf3ea859a51c6efb47d6ae8bf40bd42112
2022-04-24 15:19:53.171 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7f53b47580cb2d81fb50598f11add3309d1649aa8dd0528c914eaab3caa098ad
2022-04-24 15:19:53.180 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 18aaba59ffe822eef2fea1d9bdaa3fcfe6b74f3eb4b16f161ff82a48e268c750
2022-04-24 15:19:53.188 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b2ecb8d29f22c671da52e09e873857b55557daded70f3bda18ca2a30110f2be6
2022-04-24 15:19:53.197 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3f5c545fdd1e3e8ea808685a63a52dd8100979fb1b2c3e2aa08fc0fb84217a60
2022-04-24 15:19:53.205 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 64301e5b02027a52adefefc3e23582202cee84738e01fbac4d1884e37a0ef2b8
2022-04-24 15:19:53.214 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5ad865962f311480a6c6cb3cc0d683af2990820a8529102a28f8c7447d6eb455
2022-04-24 15:19:53.222 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0fcb4c58770447353b11cbdc4c147a4d3f94620f0774eeb567cca3b59cc1624c
2022-04-24 15:19:53.231 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4292cf9bb03997560455d359a8be7ebf0c4dbf9935680118d7a3149863ac3e26
2022-04-24 15:19:53.239 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7cfc8c0e4b31828bd03b486509766ddd201d1c3b17f2217767a4b9b3bd3a722a
